Cell_no.	Sw	Sn	k	phi	vol	alpha	n	Swr	Snr	Snr_m	Ss
267	1.046464646	0	6.16852E-13	0.25	10	0.000221895	2.007612243	0.113177521	0	0.02	0.001
268	1.046262626	0	2.58601E-13	0.25	10	0.000198857	1.88938162	0.13143372	0	0.02	0.001
269	1.046060606	0	2.33913E-13	0.25	10	0.000196198	1.875735415	0.133540855	0	0.02	0.001
270	1.045858586	0	2.33913E-13	0.25	10	0.000196198	1.875735415	0.133540855	0	0.02	0.001
271	1.045656566	0	4.33596E-13	0.25	10	0.000212553	1.959670065	0.120580358	0	0.02	0.001
272	1.045454545	0	4.33596E-13	0.25	10	0.000212553	1.959670065	0.120580358	0	0.02	0.001
273	1.045252525	0	1.46402E-13	0.25	10	0.000183781	1.812007117	0.143381254	0	0.02	0.001
274	1.045050505	0	1.3551E-13	0.25	10	0.000181732	1.801492689	0.145004805	0	0.02	0.001
275	1.044848485	0	1.3551E-13	0.25	10	0.000181732	1.801492689	0.145004805	0	0.02	0.001
276	1.044646465	0	1.21968E-13	0.25	10	0.000178942	1.787173453	0.147215864	0	0.02	0.001
277	1.044444444	0	1.21968E-13	0.25	10	0.000178942	1.787173453	0.147215864	0	0.02	0.001
278	1.044242424	0	5.2488E-14	0.25	10	0.000156598	1.6725021	0.16492247	0	0.02	0.001
279	1.044040404	0	2.33038E-13	0.25	10	0.000196099	1.87522624	0.133619478	0	0.02	0.001
280	1.043838384	0	2.33038E-13	0.25	10	0.000196099	1.87522624	0.133619478	0	0.02	0.001
281	1.043636364	0	4.0757E-13	0.25	10	0.000210913	1.951251393	0.1218803	0	0.02	0.001
282	1.043434343	0	2.80708E-13	0.25	10	0.000201031	1.900537627	0.129711102	0	0.02	0.001
283	1.043232323	0	7.77041E-13	0.25	10	0.000228013	2.039009666	0.10832939	0	0.02	0.001
284	1.043030303	0	3.45358E-13	0.25	10	0.000206524	1.92872554	0.125358556	0	0.02	0.001
285	1.042828283	0	6.58739E-13	0.25	10	0.000223636	2.016547102	0.111797874	0	0.02	0.001
286	1.042626263	0	3.17648E-13	0.25	10	0.000204307	1.917350766	0.127114955	0	0.02	0.001
287	1.042424242	0	3.17648E-13	0.25	10	0.000204307	1.917350766	0.127114955	0	0.02	0.001
288	1.042222222	0	1.80946E-13	0.25	10	0.000189395	1.840817536	0.138932586	0	0.02	0.001
289	1.042020202	0	2.55828E-13	0.25	10	0.000198572	1.8879154	0.131660122	0	0.02	0.001
290	1.041818182	0	1.77101E-13	0.25	10	0.000188825	1.837896432	0.139383639	0	0.02	0.001
291	1.041616162	0	1.77101E-13	0.25	10	0.000188825	1.837896432	0.139383639	0	0.02	0.001
292	1.041414141	0	1.87738E-13	0.25	10	0.000190371	1.845829203	0.138158726	0	0.02	0.001
293	1.041212121	0	2.23928E-13	0.25	10	0.000195042	1.869802561	0.134456957	0	0.02	0.001
294	1.041010101	0	3.57496E-13	0.25	10	0.000207439	1.933423299	0.124633167	0	0.02	0.001
295	1.040808081	0	3.57496E-13	0.25	10	0.000207439	1.933423299	0.124633167	0	0.02	0.001
296	1.040606061	0	8.28552E-14	0.25	10	0.000168695	1.734587412	0.155335767	0	0.02	0.001
297	1.04040404	0	3.89781E-14	0.25	10	0.000148712	1.632030574	0.17117175	0	0.02	0.001
298	1.04020202	0	1.13544E-13	0.25	10	0.000177046	1.777441088	0.148718656	0	0.02	0.001
299	1.04	0	7.83349E-12	0.25	1E+30	0.000289246	2.353260882	0.059805305	0	0.02	0.001
300	1.06	0	5.38953E-13	0.25	1E+30	0.000218317	1.989252069	0.116012548	0	0.02	0.001
301	1.05979798	0	3.57594E-13	0.25	10	0.000207446	1.933460841	0.12462737	0	0.02	0.001
302	1.05959596	0	3.79219E-13	0.25	10	0.000209002	1.94144599	0.123394369	0	0.02	0.001
303	1.059393939	0	1.06492E-12	0.25	10	0.000236365	2.081871574	0.101711007	0	0.02	0.001
304	1.059191919	0	1.06492E-12	0.25	10	0.000236365	2.081871574	0.101711007	0	0.02	0.001
305	1.058989899	0	3.98853E-13	0.25	10	0.00021034	1.948311277	0.122334288	0	0.02	0.001
306	1.058787879	0	1.20999E-12	0.25	10	0.000239749	2.099240301	0.099029071	0	0.02	0.001
307	1.058585859	0	6.3016E-13	0.25	10	0.000222461	2.010514981	0.112729304	0	0.02	0.001
308	1.058383838	0	2.90477E-12	0.25	10	0.000262956	2.218341481	0.080638448	0	0.02	0.001
309	1.058181818	0	4.45434E-13	0.25	10	0.000213267	1.963333359	0.120014702	0	0.02	0.001
310	1.057979798	0	4.72371E-12	0.25	10	0.000275842	2.284470284	0.070427383	0	0.02	0.001
311	1.057777778	0	4.57731E-12	0.25	10	0.000275007	2.280188342	0.071088565	0	0.02	0.001
312	1.057575758	0	6.74561E-12	0.25	10	0.000285283	2.332926562	0.062945163	0	0.02	0.001
313	1.057373737	0	9.73918E-12	0.25	10	0.000295016	2.382874721	0.05523258	0	0.02	0.001
314	1.057171717	0	9.67737E-12	0.25	10	0.000294847	2.382008847	0.055366281	0	0.02	0.001
315	1.056969697	0	5.26752E-12	0.25	10	0.000278729	2.29928932	0.068139149	0	0.02	0.001
316	1.056767677	0	3.95373E-12	0.25	10	0.000271126	2.260270861	0.074164058	0	0.02	0.001
317	1.056565657	0	1.5923E-12	0.25	10	0.000247025	2.136582101	0.093263058	0	0.02	0.001
318	1.056363636	0	4.27553E-12	0.25	10	0.0002732	2.270912931	0.072520797	0	0.02	0.001
319	1.056161616	0	2.27993E-12	0.25	10	0.000256538	2.185400777	0.08572488	0	0.02	0.001
320	1.055959596	0	8.40703E-13	0.25	10	0.0002301	2.049719071	0.106675732	0	0.02	0.001
321	1.055757576	0	2.55203E-13	0.25	10	0.000198507	1.8875826	0.13171151	0	0.02	0.001
322	1.055555556	0	2.55203E-13	0.25	10	0.000198507	1.8875826	0.13171151	0	0.02	0.001
323	1.055353535	0	2.19433E-13	0.25	10	0.000194505	1.867044945	0.134882766	0	0.02	0.001
324	1.055151515	0	1.40593E-13	0.25	10	0.000182708	1.80650047	0.144231545	0	0.02	0.001
325	1.054949495	0	1.40593E-13	0.25	10	0.000182708	1.80650047	0.144231545	0	0.02	0.001
326	1.054747475	0	1.24341E-13	0.25	10	0.000179453	1.789794468	0.146811148	0	0.02	0.001
327	1.054545455	0	1.24341E-13	0.25	10	0.000179453	1.789794468	0.146811148	0	0.02	0.001
328	1.054343434	0	2.1867E-14	0.25	10	0.000133394	1.55341948	0.183310227	0	0.02	0.001
329	1.054141414	0	2.82275E-14	0.25	10	0.00014016	1.588142781	0.177948541	0	0.02	0.001
330	1.053939394	0	2.53396E-14	0.25	10	0.0001373	1.573464576	0.180215029	0	0.02	0.001
331	1.053737374	0	3.13775E-14	0.25	10	0.000142964	1.602530996	0.175726832	0	0.02	0.001
332	1.053535354	0	2.97492E-14	0.25	10	0.000141552	1.595283889	0.17684587	0	0.02	0.001
333	1.053333333	0	3.59242E-14	0.25	10	0.00014655	1.620934707	0.172885082	0	0.02	0.001
334	1.053131313	0	2.49324E-14	0.25	10	0.000136871	1.571261474	0.180555214	0	0.02	0.001
335	1.052929293	0	2.49324E-14	0.25	10	0.000136871	1.571261474	0.180555214	0	0.02	0.001
336	1.052727273	0	1.96112E-14	0.25	10	0.000130509	1.538612418	0.185596612	0	0.02	0.001
337	1.052525253	0	1.72837E-14	0.25	10	0.000127161	1.521430337	0.188249727	0	0.02	0.001
338	1.052323232	0	1.44731E-14	0.25	10	0.000122458	1.49729403	0.191976657	0	0.02	0.001
339	1.052121212	0	1.44731E-14	0.25	10	0.000122458	1.49729403	0.191976657	0	0.02	0.001
340	1.051919192	0	1.45716E-14	0.25	10	0.000122638	1.498216617	0.191834199	0	0.02	0.001
341	1.051717172	0	1.75845E-14	0.25	10	0.000127618	1.523777226	0.18788734	0	0.02	0.001
342	1.051515152	0	3.64272E-14	0.25	10	0.000146918	1.62282547	0.172593126	0	0.02	0.001
343	1.051313131	0	2.77861E-14	0.25	10	0.000139743	1.585999314	0.178279518	0	0.02	0.001
344	1.051111111	0	2.77861E-14	0.25	10	0.000139743	1.585999314	0.178279518	0	0.02	0.001
345	1.050909091	0	1.74188E-14	0.25	10	0.000127367	1.522489776	0.188086138	0	0.02	0.001
346	1.050707071	0	3.91784E-14	0.25	10	0.000148848	1.632727692	0.171064106	0	0.02	0.001
347	1.050505051	0	4.35132E-14	0.25	10	0.000151629	1.646999443	0.16886038	0	0.02	0.001
348	1.05030303	0	8.64443E-14	0.25	10	0.000169819	1.740354695	0.154445231	0	0.02	0.001
349	1.05010101	0	2.6494E-13	0.25	10	0.000199499	1.892675019	0.130925181	0	0.02	0.001
350	1.04989899	0	4.59811E-14	0.25	10	0.00015309	1.654501814	0.167701926	0	0.02	0.001
351	1.04969697	0	4.59811E-14	0.25	10	0.00015309	1.654501814	0.167701926	0	0.02	0.001
352	1.049494949	0	4.08906E-14	0.25	10	0.000149981	1.638545135	0.170165825	0	0.02	0.001
353	1.049292929	0	2.40426E-14	0.25	10	0.000135908	1.566319123	0.181318371	0	0.02	0.001
354	1.049090909	0	2.40426E-14	0.25	10	0.000135908	1.566319123	0.181318371	0	0.02	0.001
355	1.048888889	0	3.72759E-14	0.25	10	0.000147529	1.62595773	0.172109468	0	0.02	0.001
356	1.048686869	0	3.72759E-14	0.25	10	0.000147529	1.62595773	0.172109468	0	0.02	0.001
357	1.048484848	0	4.87366E-14	0.25	10	0.000154633	1.662417225	0.166479693	0	0.02	0.001
358	1.048282828	0	9.34503E-14	0.25	10	0.000171884	1.75095301	0.152808726	0	0.02	0.001
359	1.048080808	0	7.52739E-14	0.25	10	0.000166152	1.721536785	0.157350938	0	0.02	0.001
360	1.047878788	0	9.58562E-14	0.25	10	0.000172558	1.754410118	0.152274908	0	0.02	0.001
361	1.047676768	0	6.36969E-14	0.25	10	0.000161727	1.698825066	0.160857894	0	0.02	0.001
362	1.047474747	0	1.12622E-13	0.25	10	0.000176829	1.776331156	0.148890042	0	0.02	0.001
363	1.047272727	0	8.82346E-14	0.25	10	0.000170362	1.7431425	0.154014761	0	0.02	0.001
364	1.047070707	0	4.6143E-14	0.25	10	0.000153184	1.654980045	0.167628081	0	0.02	0.001
365	1.046868687	0	4.6143E-14	0.25	10	0.000153184	1.654980045	0.167628081	0	0.02	0.001
366	1.046666667	0	4.6143E-14	0.25	10	0.000153184	1.654980045	0.167628081	0	0.02	0.001
367	1.046464646	0	9.39053E-14	0.25	10	0.000172013	1.751613537	0.152706733	0	0.02	0.001
368	1.046262626	0	9.39053E-14	0.25	10	0.000172013	1.751613537	0.152706733	0	0.02	0.001
369	1.046060606	0	2.53254E-14	0.25	10	0.000137285	1.573388209	0.180226821	0	0.02	0.001
370	1.045858586	0	1.78351E-13	0.25	10	0.000189012	1.838853448	0.139235865	0	0.02	0.001
371	1.045656566	0	7.8459E-14	0.25	10	0.000167251	1.727172886	0.156480657	0	0.02	0.001
372	1.045454545	0	5.48442E-14	0.25	10	0.000157762	1.678474224	0.164000304	0	0.02	0.001
373	1.045252525	0	3.4786E-14	0.25	10	0.000145697	1.616556016	0.173561203	0	0.02	0.001
374	1.045050505	0	4.10158E-14	0.25	10	0.000150062	1.638960778	0.170101645	0	0.02	0.001
375	1.044848485	0	4.10158E-14	0.25	10	0.000150062	1.638960778	0.170101645	0	0.02	0.001
376	1.044646465	0	1.47618E-13	0.25	10	0.000184	1.813131802	0.143207589	0	0.02	0.001
377	1.044444444	0	4.63289E-14	0.25	10	0.00015329	1.655526851	0.167543648	0	0.02	0.001
378	1.044242424	0	7.28021E-14	0.25	10	0.000165268	1.716995914	0.158052102	0	0.02	0.001
379	1.044040404	0	5.82004E-14	0.25	10	0.000159335	1.686551856	0.162753022	0	0.02	0.001
380	1.043838384	0	9.31986E-14	0.25	10	0.000171813	1.750586196	0.152865367	0	0.02	0.001
381	1.043636364	0	3.38088E-13	0.25	10	0.00020596	1.925832056	0.125805344	0	0.02	0.001
382	1.043434343	0	3.38088E-13	0.25	10	0.00020596	1.925832056	0.125805344	0	0.02	0.001
383	1.043232323	0	3.52651E-13	0.25	10	0.000207078	1.931567673	0.124919698	0	0.02	0.001
384	1.043030303	0	4.76461E-13	0.25	10	0.000215052	1.972491214	0.118600621	0	0.02	0.001
385	1.042828283	0	9.0495E-13	0.25	10	0.000232051	2.059734267	0.105129268	0	0.02	0.001
386	1.042626263	0	6.11245E-13	0.25	10	0.000221653	2.006370278	0.113369295	0	0.02	0.001
387	1.042424242	0	1.16613E-12	0.25	10	0.000238771	2.094219276	0.099804376	0	0.02	0.001
388	1.042222222	0	1.16613E-12	0.25	10	0.000238771	2.094219276	0.099804376	0	0.02	0.001
389	1.042020202	0	2.80373E-13	0.25	10	0.000201	1.900374816	0.129736242	0	0.02	0.001
390	1.041818182	0	2.80373E-13	0.25	10	0.000201	1.900374816	0.129736242	0	0.02	0.001
391	1.041616162	0	2.91172E-13	0.25	10	0.000202001	1.905515047	0.128942529	0	0.02	0.001
392	1.041414141	0	1.581E-13	0.25	10	0.000185818	1.822461336	0.141767	0	0.02	0.001
393	1.041212121	0	4.34704E-13	0.25	10	0.000212621	1.960016989	0.120526788	0	0.02	0.001
394	1.041010101	0	7.7091E-13	0.25	10	0.000227803	2.037932328	0.108495743	0	0.02	0.001
395	1.040808081	0	1.93278E-13	0.25	10	0.000191142	1.849784048	0.137548051	0	0.02	0.001
396	1.040606061	0	4.57871E-14	0.25	10	0.000152978	1.653926941	0.167790693	0	0.02	0.001
397	1.04040404	0	4.57871E-14	0.25	10	0.000152978	1.653926941	0.167790693	0	0.02	0.001
398	1.04020202	0	7.55849E-12	0.25	10	0.000288299	2.348400694	0.060555775	0	0.02	0.001
399	1.04	0	7.55849E-12	0.25	1E+30	0.000288299	2.348400694	0.060555775	0	0.02	0.001
400	1.06	0	1.45728E-12	0.25	1E+30	0.000244677	2.124531157	0.095123865	0	0.02	0.001
401	1.05979798	0	2.26128E-12	0.25	10	0.00025632	2.184284127	0.085897304	0	0.02	0.001
402	1.05959596	0	7.86905E-13	0.25	10	0.000228347	2.040725217	0.108064489	0	0.02	0.001
403	1.059393939	0	1.07623E-12	0.25	10	0.000236645	2.083308983	0.101489054	0	0.02	0.001
404	1.059191919	0	7.14663E-13	0.25	10	0.000225795	2.027628988	0.1100867	0	0.02	0.001
405	1.058989899	0	1.47831E-13	0.25	10	0.000184038	1.813328148	0.143177271	0	0.02	0.001
406	1.058787879	0	1.72108E-12	0.25	10	0.000249086	2.147158451	0.091629945	0	0.02	0.001
407	1.058585859	0	2.02107E-12	0.25	10	0.000253344	2.16901072	0.088255698	0	0.02	0.001
408	1.058383838	0	2.35855E-12	0.25	10	0.000257436	2.19001174	0.085012893	0	0.02	0.001
409	1.058181818	0	6.59333E-13	0.25	10	0.00022366	2.016669712	0.111778941	0	0.02	0.001
410	1.057979798	0	6.59333E-13	0.25	10	0.00022366	2.016669712	0.111778941	0	0.02	0.001
411	1.057777778	0	1.00345E-12	0.25	10	0.000234789	2.073785051	0.102959661	0	0.02	0.001
412	1.057575758	0	7.49727E-13	0.25	10	0.000227065	2.034143049	0.109080853	0	0.02	0.001
413	1.057373737	0	9.28912E-12	0.25	10	0.000293762	2.376440037	0.056226171	0	0.02	0.001
414	1.057171717	0	2.7135E-12	0.25	10	0.000261151	2.20907776	0.082068875	0	0.02	0.001
415	1.056969697	0	3.44006E-12	0.25	10	0.000267438	2.241343665	0.07708664	0	0.02	0.001
416	1.056767677	0	2.38709E-12	0.25	10	0.000257755	2.191647505	0.084760312	0	0.02	0.001
417	1.056565657	0	4.21832E-12	0.25	10	0.000272843	2.269080746	0.072803708	0	0.02	0.001
418	1.056363636	0	5.85709E-13	0.25	10	0.000220522	2.000566456	0.114265474	0	0.02	0.001
419	1.056161616	0	1.83744E-12	0.25	10	0.00025082	2.156056047	0.090256052	0	0.02	0.001
420	1.055959596	0	3.86322E-13	0.25	10	0.000209494	1.943969941	0.123004642	0	0.02	0.001
421	1.055757576	0	1.06658E-13	0.25	10	0.000175387	1.76893165	0.150032613	0	0.02	0.001
422	1.055555556	0	3.39363E-13	0.25	10	0.00020606	1.926344333	0.125726243	0	0.02	0.001
423	1.055353535	0	3.39363E-13	0.25	10	0.00020606	1.926344333	0.125726243	0	0.02	0.001
424	1.055151515	0	1.42319E-13	0.25	10	0.000183031	1.808160377	0.143975236	0	0.02	0.001
425	1.054949495	0	1.08559E-13	0.25	10	0.000175856	1.771334852	0.14966153	0	0.02	0.001
426	1.054747475	0	6.81827E-14	0.25	10	0.00016353	1.708080519	0.159428743	0	0.02	0.001
427	1.054545455	0	4.80336E-14	0.25	10	0.000154248	1.660441227	0.16678481	0	0.02	0.001
428	1.054343434	0	5.68715E-14	0.25	10	0.000158723	1.683410535	0.163238079	0	0.02	0.001
429	1.054141414	0	5.70169E-14	0.25	10	0.000158791	1.683757912	0.16318444	0	0.02	0.001
430	1.053939394	0	5.70169E-14	0.25	10	0.000158791	1.683757912	0.16318444	0	0.02	0.001
431	1.053737374	0	5.48751E-14	0.25	10	0.000157776	1.678550814	0.163988477	0	0.02	0.001
432	1.053535354	0	9.734E-14	0.25	10	0.000172965	1.756499216	0.151952327	0	0.02	0.001
433	1.053333333	0	3.13641E-14	0.25	10	0.000142952	1.602473049	0.175735779	0	0.02	0.001
434	1.053131313	0	4.0445E-14	0.25	10	0.000149691	1.637055006	0.170395918	0	0.02	0.001
435	1.052929293	0	4.0445E-14	0.25	10	0.000149691	1.637055006	0.170395918	0	0.02	0.001
436	1.052727273	0	2.11469E-14	0.25	10	0.000132507	1.548865472	0.18401342	0	0.02	0.001
437	1.052525253	0	2.30148E-14	0.25	10	0.00013475	1.560377485	0.182235829	0	0.02	0.001
438	1.052323232	0	2.30148E-14	0.25	10	0.00013475	1.560377485	0.182235829	0	0.02	0.001
439	1.052121212	0	3.31386E-14	0.25	10	0.000144411	1.609957704	0.17458006	0	0.02	0.001
440	1.051919192	0	3.92581E-14	0.25	10	0.000148902	1.633004207	0.171021409	0	0.02	0.001
441	1.051717172	0	2.25671E-14	0.25	10	0.000134229	1.557705602	0.1826484	0	0.02	0.001
442	1.051515152	0	2.25671E-14	0.25	10	0.000134229	1.557705602	0.1826484	0	0.02	0.001
443	1.051313131	0	6.76607E-14	0.25	10	0.000163327	1.707035276	0.159590141	0	0.02	0.001
444	1.051111111	0	1.94949E-13	0.25	10	0.00019137	1.850954907	0.137367257	0	0.02	0.001
445	1.050909091	0	2.72672E-14	0.25	10	0.000139243	1.583435533	0.178675396	0	0.02	0.001
446	1.050707071	0	3.8716E-14	0.25	10	0.000148533	1.631112901	0.171313449	0	0.02	0.001
447	1.050505051	0	3.8716E-14	0.25	10	0.000148533	1.631112901	0.171313449	0	0.02	0.001
448	1.05030303	0	4.28165E-14	0.25	10	0.000151201	1.644804316	0.169199334	0	0.02	0.001
449	1.05010101	0	6.36947E-13	0.25	10	0.000222745	2.011971925	0.112504335	0	0.02	0.001
450	1.04989899	0	7.19434E-14	0.25	10	0.000164953	1.715382297	0.158301263	0	0.02	0.001
451	1.04969697	0	2.72559E-14	0.25	10	0.000139232	1.583379306	0.178684078	0	0.02	0.001
452	1.049494949	0	2.72559E-14	0.25	10	0.000139232	1.583379306	0.178684078	0	0.02	0.001
453	1.049292929	0	3.73635E-14	0.25	10	0.000147591	1.626276858	0.172060191	0	0.02	0.001
454	1.049090909	0	1.15127E-13	0.25	10	0.000177412	1.779323739	0.148427952	0	0.02	0.001
455	1.048888889	0	6.68405E-14	0.25	10	0.000163004	1.705376631	0.159846255	0	0.02	0.001
456	1.048686869	0	6.68405E-14	0.25	10	0.000163004	1.705376631	0.159846255	0	0.02	0.001
457	1.048484848	0	9.19032E-14	0.25	10	0.000171442	1.748682721	0.153159286	0	0.02	0.001
458	1.048282828	0	2.48566E-14	0.25	10	0.00013679	1.570847401	0.180619151	0	0.02	0.001
459	1.048080808	0	2.48566E-14	0.25	10	0.00013679	1.570847401	0.180619151	0	0.02	0.001
460	1.047878788	0	6.03401E-14	0.25	10	0.000160292	1.691462271	0.161994796	0	0.02	0.001
461	1.047676768	0	5.25882E-14	0.25	10	0.000156648	1.672761508	0.164882414	0	0.02	0.001
462	1.047474747	0	1.02945E-13	0.25	10	0.000174448	1.764112489	0.150776748	0	0.02	0.001
463	1.047272727	0	2.48703E-14	0.25	10	0.000136805	1.570922379	0.180607574	0	0.02	0.001
464	1.047070707	0	1.25279E-13	0.25	10	0.000179652	1.790816549	0.146653327	0	0.02	0.001
465	1.046868687	0	3.36197E-14	0.25	10	0.000144793	1.611917884	0.174277385	0	0.02	0.001
466	1.046666667	0	1.90782E-14	0.25	10	0.000129779	1.534864935	0.186175267	0	0.02	0.001
467	1.046464646	0	7.88994E-15	0.25	10	0.00010638	1.414782692	0.204717378	0	0.02	0.001
468	1.046262626	0	3.97514E-14	0.25	10	0.000149232	1.634702183	0.170759222	0	0.02	0.001
469	1.046060606	0	3.97514E-14	0.25	10	0.000149232	1.634702183	0.170759222	0	0.02	0.001
470	1.045858586	0	2.35179E-14	0.25	10	0.000135323	1.563318463	0.181781708	0	0.02	0.001
471	1.045656566	0	1.28843E-14	0.25	10	0.000119377	1.48148041	0.194418466	0	0.02	0.001
472	1.045454545	0	1.87571E-14	0.25	10	0.000129329	1.532556429	0.186531728	0	0.02	0.001
473	1.045252525	0	6.90109E-15	0.25	10	0.000102832	1.396571036	0.207529472	0	0.02	0.001
474	1.045050505	0	6.90109E-15	0.25	10	0.000102832	1.396571036	0.207529472	0	0.02	0.001
475	1.044848485	0	5.31833E-15	0.25	10	9.59281E-05	1.361140247	0.213000403	0	0.02	0.001
476	1.044646465	0	5.90773E-15	0.25	10	9.87133E-05	1.375434157	0.210793255	0	0.02	0.001
477	1.044444444	0	5.69716E-15	0.25	10	9.77515E-05	1.370498229	0.21155542	0	0.02	0.001
478	1.044242424	0	8.8072E-15	0.25	10	0.000109295	1.429740015	0.202407792	0	0.02	0.001
479	1.044040404	0	1.11596E-14	0.25	10	0.000115568	1.461935836	0.197436378	0	0.02	0.001
480	1.043838384	0	5.75088E-14	0.25	10	0.000159019	1.684926126	0.163004054	0	0.02	0.001
481	1.043636364	0	5.75088E-14	0.25	10	0.000159019	1.684926126	0.163004054	0	0.02	0.001
482	1.043434343	0	3.54793E-13	0.25	10	0.000207238	1.932391362	0.12479251	0	0.02	0.001
483	1.043232323	0	3.54793E-13	0.25	10	0.000207238	1.932391362	0.12479251	0	0.02	0.001
484	1.043030303	0	1.90204E-13	0.25	10	0.000190717	1.847603802	0.137884707	0	0.02	0.001
485	1.042828283	0	7.01207E-13	0.25	10	0.000225292	2.025043796	0.110485884	0	0.02	0.001
486	1.042626263	0	1.37503E-12	0.25	10	0.000243137	2.116630068	0.096343887	0	0.02	0.001
487	1.042424242	0	4.81486E-13	0.25	10	0.00021533	1.9739179	0.118380324	0	0.02	0.001
488	1.042222222	0	4.81486E-13	0.25	10	0.00021533	1.9739179	0.118380324	0	0.02	0.001
489	1.042020202	0	1.8705E-13	0.25	10	0.000190274	1.84533009	0.138235795	0	0.02	0.001
490	1.041818182	0	2.31214E-13	0.25	10	0.000195891	1.87415758	0.133784491	0	0.02	0.001
491	1.041616162	0	8.33319E-14	0.25	10	0.000168847	1.735367615	0.155215295	0	0.02	0.001
492	1.041414141	0	8.33319E-14	0.25	10	0.000168847	1.735367615	0.155215295	0	0.02	0.001
493	1.041212121	0	4.28416E-14	0.25	10	0.000151216	1.644884046	0.169187022	0	0.02	0.001
494	1.041010101	0	2.11667E-13	0.25	10	0.00019355	1.862144249	0.135639491	0	0.02	0.001
495	1.040808081	0	1.45718E-12	0.25	10	0.000244675	2.124521474	0.095125361	0	0.02	0.001
496	1.040606061	0	5.99233E-14	0.25	10	0.000160109	1.69051959	0.162140357	0	0.02	0.001
497	1.04040404	0	2.63467E-14	0.25	10	0.000138333	1.578765069	0.17939657	0	0.02	0.001
498	1.04020202	0	2.63467E-14	0.25	10	0.000138333	1.578765069	0.17939657	0	0.02	0.001
499	1.04	0	4.70938E-13	0.25	1E+30	0.000214743	1.970905423	0.118845486	0	0.02	0.001
500	1.06	0	1.32985E-12	0.25	1E+30	0.000242252	2.1120868	0.097045421	0	0.02	0.001
501	1.05979798	0	1.32985E-12	0.25	10	0.000242252	2.1120868	0.097045421	0	0.02	0.001
502	1.05959596	0	7.64456E-13	0.25	10	0.00022758	2.036789001	0.108672287	0	0.02	0.001
503	1.059393939	0	2.18266E-12	0.25	10	0.000255382	2.179471652	0.086640407	0	0.02	0.001
504	1.059191919	0	1.47494E-13	0.25	10	0.000183978	1.813017879	0.143225181	0	0.02	0.001
505	1.058989899	0	1.47494E-13	0.25	10	0.000183978	1.813017879	0.143225181	0	0.02	0.001
506	1.058787879	0	1.56052E-12	0.25	10	0.000246491	2.133839734	0.093686512	0	0.02	0.001
507	1.058585859	0	4.28643E-13	0.25	10	0.000212249	1.958107414	0.120821649	0	0.02	0.001
508	1.058383838	0	3.99517E-13	0.25	10	0.000210384	1.94853753	0.122299352	0	0.02	0.001
509	1.058181818	0	2.34168E-13	0.25	10	0.000196227	1.875884094	0.133517897	0	0.02	0.001
510	1.057979798	0	2.911E-13	0.25	10	0.000201995	1.905481465	0.128947715	0	0.02	0.001
511	1.057777778	0	2.911E-13	0.25	10	0.000201995	1.905481465	0.128947715	0	0.02	0.001
512	1.057575758	0	2.13609E-12	0.25	10	0.000254811	2.176538354	0.087093342	0	0.02	0.001
513	1.057373737	0	2.13609E-12	0.25	10	0.000254811	2.176538354	0.087093342	0	0.02	0.001
514	1.057171717	0	9.58163E-13	0.25	10	0.000233565	2.067504995	0.103929376	0	0.02	0.001
515	1.056969697	0	4.31405E-14	0.25	10	0.000151401	1.645829451	0.169041041	0	0.02	0.001
